transaction_id,transaction_qty,product_id,unit_price,product_category,product_type,product_detail,total_payment,transaction_datetime
53353,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-03-29 13:29:35
53358,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-03-29 13:37:52
53359,1,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro Shot,3.0,2023-03-29 13:38:16
53360,2,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,4.4,2023-03-29 13:39:55
53361,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-03-29 13:40:05
53366,2,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,5.0,2023-03-29 13:46:48
53370,2,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,5.0,2023-03-29 13:50:37
53371,2,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,6.0,2023-03-29 13:50:56
53374,2,41,4.25,Coffee,Barista Espresso,Cappuccino Large,8.5,2023-03-29 13:52:03
53376,1,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,3.0,2023-03-29 13:54:12
53383,2,37,3.0,Coffee,Barista Espresso,Espresso Shot,6.0,2023-03-29 14:12:00
53384,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-03-29 14:12:00
53385,2,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,7.0,2023-03-29 14:12:26
53389,2,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,5.0,2023-03-29 14:17:35
53390,1,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,3.5,2023-03-29 14:19:12
53391,1,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023-03-29 14:19:12
53392,1,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,2.5,2023-03-29 14:20:17
53395,1,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,2.5,2023-03-29 14:23:20
53396,1,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,2.5,2023-03-29 14:25:54
53397,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-29 14:25:54
53415,1,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,2.5,2023-03-29 14:50:21
53417,2,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,6.0,2023-03-29 14:52:02
53418,2,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,6.0,2023-03-29 14:54:03
53422,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-29 14:57:41
53423,2,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,5.0,2023-03-29 14:58:36
53425,2,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,7.0,2023-03-29 14:59:39
53426,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-29 14:59:39
53429,1,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,3.1,2023-03-29 15:01:59
53431,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-29 15:03:03
53432,1,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,4.0,2023-03-29 15:04:04
53433,1,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,3.0,2023-03-29 15:05:12
53436,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-03-29 15:06:02
53437,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-03-29 15:06:05
53444,1,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,2.5,2023-03-29 15:16:07
53446,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-29 15:19:42
53448,1,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,2.5,2023-03-29 15:21:26
53449,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-03-29 15:21:26
53453,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-03-29 15:22:43
53468,1,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,4.75,2023-03-29 15:52:01
53469,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-03-29 15:52:51
53470,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-03-29 15:52:56
53473,2,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,5.0,2023-03-29 15:55:26
53474,2,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,6.0,2023-03-29 15:55:40
53477,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-03-29 15:59:22
53478,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-03-29 15:59:22
53479,2,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,6.0,2023-03-29 16:02:01
53480,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-29 16:03:33
53484,2,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,4.0,2023-03-29 16:09:19
53486,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-03-29 16:14:04
53487,2,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,5.0,2023-03-29 16:17:00
53488,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-29 16:17:00
53492,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-03-29 16:18:14
53493,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-03-29 16:18:14
53496,2,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,6.0,2023-03-29 16:19:59
53497,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-29 16:19:59
53498,2,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,8.0,2023-03-29 16:20:09
53500,2,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,5.0,2023-03-29 16:22:57
53505,1,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,3.1,2023-03-29 16:32:41
53509,1,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,3.0,2023-03-29 16:39:09
53510,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-29 16:39:09
53512,1,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,2.2,2023-03-29 16:43:58
53513,2,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,6.2,2023-03-29 16:47:15
53514,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-29 16:47:15
53517,1,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,2.0,2023-03-29 16:50:50
53525,2,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,6.0,2023-03-29 16:54:59
53526,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-29 16:54:59
53528,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-03-29 16:58:35
53529,1,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,2.45,2023-03-29 16:58:58
53534,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-03-29 17:01:47
53536,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-03-29 17:08:22
53537,1,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-03-29 17:08:29
53538,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-03-29 17:08:29
53543,2,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,7.0,2023-03-29 17:12:00
53544,1,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,2.5,2023-03-29 17:12:40
53545,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-03-29 17:12:40
53546,2,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro Shot,4.2,2023-03-29 17:13:13
53547,2,72,2.65,Bakery,Scone,Ginger Scone,5.3,2023-03-29 17:13:13
53548,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-03-29 17:13:13
53550,2,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,4.0,2023-03-29 17:16:49
53551,2,39,4.25,Coffee,Barista Espresso,Latte Regular,8.5,2023-03-29 17:19:34
53552,1,56,2.55,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Regular,2.55,2023-03-29 17:20:59
53555,1,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-03-29 17:24:16
53558,2,41,4.25,Coffee,Barista Espresso,Cappuccino Large,8.5,2023-03-29 17:28:06
53561,2,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,7.0,2023-03-29 17:30:37
53562,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-29 17:30:37
53569,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-03-29 17:42:11
53570,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-29 17:42:11
53571,1,38,3.75,Coffee,Barista Espresso,Latte,3.75,2023-03-29 17:42:22
53577,1,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,3.0,2023-03-29 17:50:33
53581,1,38,3.75,Coffee,Barista Espresso,Latte,3.75,2023-03-29 17:55:21
53582,1,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,3.1,2023-03-29 17:57:51
53583,2,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,5.0,2023-03-29 18:00:55
53584,1,56,2.55,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Regular,2.55,2023-03-29 18:02:54
53586,1,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,2.2,2023-03-29 18:03:36
53590,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-03-29 18:06:43
53593,1,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,3.0,2023-03-29 18:10:38
53594,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-29 18:10:38
53598,1,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-03-29 18:17:39
53599,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-03-29 18:17:39
53600,1,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,2.45,2023-03-29 18:18:03
53601,1,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,4.75,2023-03-29 18:18:18
53607,2,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,5.0,2023-03-29 18:23:44
53649,2,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,5.0,2023-03-30 06:02:19
53650,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-03-30 06:04:55
53651,1,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,4.0,2023-03-30 06:05:22
53652,2,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,8.0,2023-03-30 06:06:05
53653,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-03-30 06:07:12
53654,1,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,3.0,2023-03-30 06:09:24
53655,1,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,7.6,2023-03-30 06:09:24
53656,2,39,4.25,Coffee,Barista Espresso,Latte Regular,8.5,2023-03-30 06:12:23
53657,2,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,1.6,2023-03-30 06:12:23
53658,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-30 06:17:34
53659,3,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,9.0,2023-03-30 06:21:52
53660,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-30 06:21:52
53661,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-03-30 06:22:51
53662,2,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro Shot,6.0,2023-03-30 06:26:01
53663,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-03-30 06:26:01
53664,1,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,3.0,2023-03-30 06:28:30
53667,2,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,7.0,2023-03-30 06:30:32
53669,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-03-30 06:31:56
53670,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-03-30 06:31:56
53672,2,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,5.0,2023-03-30 06:37:32
53673,2,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,5.0,2023-03-30 06:37:48
53674,1,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,2.2,2023-03-30 06:38:55
53675,1,37,3.0,Coffee,Barista Espresso,Espresso Shot,3.0,2023-03-30 06:42:35
53676,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-03-30 06:42:35
53677,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-03-30 06:46:20
53678,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-03-30 06:48:32
53679,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-03-30 06:48:32
53686,1,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,2.5,2023-03-30 07:01:03
53687,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-30 07:01:03
53689,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-03-30 07:05:48
53690,1,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023-03-30 07:05:48
53693,1,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,2.5,2023-03-30 07:08:07
53694,2,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,5.0,2023-03-30 07:08:50
53704,1,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro Shot,2.1,2023-03-30 07:18:36
53705,1,72,2.65,Bakery,Scone,Ginger Scone,2.65,2023-03-30 07:18:36
53706,1,15,9.25,Loose Tea,Green Tea,Serenity Green Tea,9.25,2023-03-30 07:18:36
53707,2,41,4.25,Coffee,Barista Espresso,Cappuccino Large,8.5,2023-03-30 07:19:43
53708,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-03-30 07:19:43
53709,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-03-30 07:20:03
53710,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-03-30 07:20:03
53711,1,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,2.5,2023-03-30 07:20:38
53726,1,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,3.0,2023-03-30 07:31:48
53727,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-30 07:31:48
53728,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-03-30 07:34:39
53729,2,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,1.6,2023-03-30 07:34:39
53732,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-03-30 07:36:12
53734,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-30 07:38:29
53739,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-03-30 07:45:10
53740,2,63,0.8,Flavours,Regular Syrup,Carmel Syrup,1.6,2023-03-30 07:45:10
53741,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-03-30 07:45:10
53742,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-30 07:45:10
53743,2,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,6.0,2023-03-30 07:48:36
53744,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-03-30 07:48:36
53746,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-30 07:50:17
53747,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-03-30 07:51:52
53752,3,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,7.5,2023-03-30 07:56:41
53753,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-30 07:56:41
53760,1,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,3.0,2023-03-30 08:04:06
53765,1,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,2.5,2023-03-30 08:07:09
53766,3,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,6.6000000000000005,2023-03-30 08:09:48
53780,1,37,3.0,Coffee,Barista Espresso,Espresso Shot,3.0,2023-03-30 08:14:28
53781,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-03-30 08:14:29
53782,2,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,6.0,2023-03-30 08:15:18
53799,1,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,4.5,2023-03-30 08:25:37
53803,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-30 08:26:16
53805,2,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,5.0,2023-03-30 08:27:24
53806,1,13,8.95,Loose Tea,Black Tea,English Breakfast,8.95,2023-03-30 08:27:24
53807,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-30 08:29:23
53810,1,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,3.0,2023-03-30 08:30:03
53811,2,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,5.0,2023-03-30 08:32:35
53816,1,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,3.0,2023-03-30 08:43:49
53817,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-30 08:43:49
53818,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-03-30 08:46:08
53824,2,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,7.0,2023-03-30 08:48:01
53825,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-30 08:48:01
53829,1,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,3.75,2023-03-30 08:48:48
53831,2,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,5.0,2023-03-30 08:49:08
53834,1,56,2.55,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Regular,2.55,2023-03-30 08:50:50
53836,3,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,9.3,2023-03-30 08:51:29
53837,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-03-30 08:51:29
53839,1,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,2.5,2023-03-30 08:51:54
53844,1,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,2.5,2023-03-30 08:56:04
53849,2,39,4.25,Coffee,Barista Espresso,Latte Regular,8.5,2023-03-30 09:00:25
53851,1,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,4.0,2023-03-30 09:01:03
53852,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-03-30 09:01:38
53853,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-30 09:01:38
53854,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-03-30 09:03:37
53861,1,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,3.0,2023-03-30 09:05:40
53862,1,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,2.45,2023-03-30 09:09:38
53863,1,76,4.38,Bakery,Biscotti,Chocolate Chip Biscotti,4.38,2023-03-30 09:09:38
53865,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-03-30 09:11:12
53866,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-03-30 09:12:18
53876,1,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,2.0,2023-03-30 09:17:54
53884,2,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,6.0,2023-03-30 09:23:24
53885,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-30 09:23:24
53891,3,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,7.5,2023-03-30 09:25:36
53893,2,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,5.0,2023-03-30 09:28:39
53902,2,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,7.0,2023-03-30 09:38:31
53903,1,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,3.0,2023-03-30 09:39:55
53904,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-03-30 09:40:06
53909,2,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,5.0,2023-03-30 09:41:36
53910,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-30 09:41:36
53914,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-03-30 09:44:31
53915,1,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,3.1,2023-03-30 09:45:35
53917,2,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,5.0,2023-03-30 09:46:21
53924,3,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,9.0,2023-03-30 09:51:49
53926,1,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,3.75,2023-03-30 09:53:44
53927,2,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,4.4,2023-03-30 09:53:48
53930,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-03-30 09:56:03
53931,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-03-30 09:56:03
53932,3,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,9.0,2023-03-30 09:56:42
53938,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-30 10:00:05
53940,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-03-30 10:01:58
53941,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-03-30 10:01:58
53950,2,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,5.0,2023-03-30 10:12:14
53951,3,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,10.5,2023-03-30 10:13:21
53952,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-03-30 10:13:21
53961,1,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,3.5,2023-03-30 10:24:39
53962,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-03-30 10:24:39
53963,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-03-30 10:24:42
53964,2,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,1.6,2023-03-30 10:24:42
53965,1,13,8.95,Loose Tea,Black Tea,English Breakfast,8.95,2023-03-30 10:24:42
53966,1,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,3.0,2023-03-30 10:24:56
53967,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-30 10:24:56
53975,1,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,2.5,2023-03-30 10:28:52
53977,2,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,5.0,2023-03-30 10:29:49
53978,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-03-30 10:29:49
53983,2,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,6.0,2023-03-30 10:31:13
53984,1,70,4.06,Bakery,Scone,Cranberry Scone,4.06,2023-03-30 10:31:13
53985,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-03-30 10:31:16
53986,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-30 10:31:16
53989,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-03-30 10:31:59
53992,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-03-30 10:34:15
53993,2,39,4.25,Coffee,Barista Espresso,Latte Regular,8.5,2023-03-30 10:34:31
53994,3,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,2.4000000000000004,2023-03-30 10:34:31
53995,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-30 10:34:31
53999,1,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,3.0,2023-03-30 10:36:16
54000,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-03-30 10:36:16
54005,3,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,6.6000000000000005,2023-03-30 10:40:45
54006,3,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,9.0,2023-03-30 10:42:18
54009,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-03-30 10:42:46
54010,1,56,2.55,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Regular,2.55,2023-03-30 10:46:12
54016,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-03-30 10:53:14
54017,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-03-30 10:53:14
54018,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-03-30 10:54:21
54020,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-03-30 10:55:44
54025,2,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,5.0,2023-03-30 10:57:56
54034,1,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,3.0,2023-03-30 11:22:25
54035,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-03-30 11:22:25
54040,2,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,6.0,2023-03-30 11:24:21
54042,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-03-30 11:31:49
54043,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-03-30 11:31:49
54048,2,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,5.0,2023-03-30 11:42:07
54049,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-03-30 11:42:07
54054,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-03-30 11:45:12
54056,2,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,5.0,2023-03-30 11:53:29
